senior,5,wonderful teacher\very open ad welcoming\feel involved\well school
senior,5,asynchronous\own pace
senior,5,online degree program\knowledgeable\compassionate\subject matter
junior,5,great thing\available\very flexible\same time line\many factor\military career\just plain\ready
junior,5,great experience
junior,5,
junior,5,own
junior,5,take online course\previous year\physical contact\also many technology tactic\take online course
junior,5,online course\difficult situation\make sure lecture\clear\manageable\overall experience\overall lovely experience
junior,5,super helpful understanding\even funny\beautiful\wonderful people\high school senior
sophomore,5,very helpful\possible\learning experience
sophomore,5,
junior,5,small town\decently small student body\not disappointed\willing\well place
junior,5,many professor\many online professor\willing\very busy life
sophomore,5,super welcoming\feel comfortable\welcome\long time
sophomore,5,amazing
sophomore,5,online learning\amazing\easy\always available
senior,5,easy college\easy\easy\available
senior,5,attend online college\able\work full time\healthy school balance\off time\ample time\successful
freshman,5,great professor\extra mile\personal attention\able\beautiful campus\important\beneficial\amazing friendship\very pleased
senior,5,amazing school\prepared
freshman,5,open\many major\many different major\beautiful\open campus
alum,5,wonderful university\very friendly\helpful\helpful
junior,5,so many thing\become active campus
other,5,have much experience\able\actual college student\able\also able\free\how exciting college life\dish room
alum,5,awesome college\traditional\non\non - student\- traditional student\online education\as rigorous\great quality\additional degree\so welcome\so polite\helpful
junior,5,overall experience\many opportunity\learn more way\truly thankful
sophomore,5,online student\great
freshman,5,always approachable\easily accessible\good student life
junior,5,fantastic\take online class
freshman,5,beautiful
sophomore,5,further education
sophomore,5,great\small\large
freshman,5,amazing\first year\second home\how beautiful campus\how amazing people\how safe\so amazing\where troy color
senior,5,excellent school\great scheduling\available\busy life\work full time\offer late class\online class\busy work schedule\very responsive\full people\diverse ground\diverse back ground\offer many scholarship option
alum,5,great campus size\small school environment\big school feel
senior,5,first term graduate\so many\not applicable\good
junior,5,excellent program\excellent online program\competent teacher\minimal\fantastic\full time job
other,5,very kind\caring\more\more appealing
senior,5,make online
sophomore,5,great school\always focused leadership\also great academic\amazing professor\see more scholarship opportunity
junior,5,other school\perfect size\new\unmatched\other school\free tuition\past year\past few year\improved football stadium\beautiful lecture hall\new fitness center\more updated building\next couple year\undeniable\so lucky\several\several top state
freshman,5,huge city\small town\most scholarship money\wonderful
freshman,5,fun\rank sixth
sophomore,5,short class\very own degree\strictly online student\honest\awesome
freshman,5,great experience\very helpful\very helpful\such housing\financial aid\very safe
junior,5,so great\committed\possible\affordable\beneficial\so gorgeous\friendly\inviting
freshman,5,amazing\kind\generous\overall experience\great
freshman,5,very helpful
other,5,several time\pleasant\only complaint\hard\overall\great college
other,5,super helpful\really good
sophomore,5,great college\great campus\good people\good food\great program\great academic program
junior,5,other student help\high learning\enjoyable\old student
sophomore,5,great freshman year\thankful\also glad student\very first semester\make wise decision\future class\very pleased
freshman,5,first time college\absolute experience\absolute amazing experience\online student\so easy
sophomore,5,great college\perfect size\too big\too small
sophomore,5,beautiful university\amazing people\main campus\nice\to much\beautiful school\amazing people\lucky\proud trojan
freshman,5,how nice\take online class\very helpful
junior,5,to big\small\excellent
sophomore,5,small town\big college atmosphere\more active student\make sure student\learn easy
senior,4,first year\good experience\easy\challenging
junior,4,flexible schedule\online class
sophomore,4,very willing\top university\top online university\successful
sophomore,4,helpful\online\wonderful\able\easy\unsure\quick
sophomore,4,online class\able
freshman,4,first class\first online class\able\online format\helpful\good experience\as effective meeting
senior,4,safe\diverse\great place\high school\beautiful
senior,4,online class\easy
sophomore,4,great\beautiful\easy\very diverse\many place\friendly\very safe professor\very good\first name basis
senior,4,accredited university\several campus\rigorous degree plan\affordable
freshman,4,great place\meet new people\nice\more
senior,4,as comfortable\live classroom session\online class\less\pretty high school\online tuition\online tuition\steep
senior,4,great people\good school\small school\rural\more shopping\more specialized shopping\give careful consideration\right
sophomore,4,really amazing professor
junior,4,great college\able
other,4,same\so nice\clean\awesome\excellent\adequate amount\very flexible\cheap\other college\flexible schedule\more affordable price
junior,4,small class\small university
senior,4,favorite part\willing\various option\Most professor\great\interactive\promote cohesive environment
