Freshman,5,Although I'm not on campus this semester due to COVID-19 I am fully online. I feel as if I am part of a family while I am attending Albany. I love it and I accnot wait for years to come.
Freshman,5,"When the Pandemic came during the month of March, all classes were implemented to online and it was seamless.  I was able to maintain my grades and the Professors were always prompt with getting back with you of you needed assistance."
Freshman,5,The Professors and Staff here really seem to care for students.  The environment is like a big family which means a lot when you are far from home.
Freshman,5,Culture is like no other. Teachers and staff are very supportive. School pride is great. Food is good.
Sophomore,5,This is a great school. There will always be someone that makes you feel welcomed away from home. The staff is very understanding.
Freshman,5,"This is my first year attending Albany State University and I can say it has a good experience. Although, Covid-19 has impacted and interrupted my full experience at the school, I will say for the two months that i was on campus it was really fun. The campus was nice and everyone is friendly, they have good food and it is overall a very nice school. There are always student events going on and this school is heavy on student engagement."
Freshman,5,Although the Covid-19 had came around and mess up my tour on visiting Albany State University. I have meet people that that will be attending the same time as me and I think Albany was a great choice. Everyone that will be attending their in the fall are very out going and full of adventure. I don't believe choosing Albany was a mistake. This is probably the best choice for me.
Junior,5,Albany State is a great HBCU. The professors and leaders at the school truly want the beat for you. The student leaders are always engaging and have something planned for everyone. The city may be small but you can always find something to do. It’s overall a great school.
Junior,5,Albany State is a great HBCU. The professors and and leaders at the school want the best for you. The student leaders are always engaging with everyone and always have something planned for everyone. The only thing is that you have to pay attention to the classes that you need and not depend on your advisor to plan everything out for you. Look at your degreeworks and tell them which classes you want to take in the upcoming semester because some of them will try and make you stay longer than needed.
Niche User,5,"Albany is to be told a great school with an awesome learning environment. There are many activities and programs you can be in, so there will never be a dull moment."
Niche User,5,I will be attending the school in the fall however on my visit I enjoyed how welcoming the students were. Albany has a wonderful environment with a lot of history. The class sizes are similar to high school classes.
Niche User,5,"Your real true self may be hiding so in order to find yourself you have to look within. In order to figure out what you want to do with your life, you may have to go through some things to figure it out. It's going to be difficult but it will be worth it in the long
 
	On this occasion, I had to look within myself back to my beginning years to find out who I am. I have went through a lot of things that made me a better person in and out of school. The person I am today has aided me throughout this whole school year. Being myself and staying positive has helped me achieve a lot."
Freshman,5,The campus is absolutely AMAZING! The staff are friendly! The food is amazing and they get you the help you need in a timely fashion!
Junior,5,"When I first entered Albany State University, I was very overwhelmed with the large amount of people on campus. Due to my bad experience in high school, I assumed that a lot of people at this university would be the same. However, I was quickly surprised to find out just how nice my fellow classmates were. Furthermore, the staff members were also really great as well. It took some to adjust and change my mentality, but I managed to make a family that I will never forget."
Sophomore,5,I like how every student around campus don’t judge they help and get along with everybody so well. I enjoy meeting people and being out with others from down areas. The counselors and directors are helpful they don’t stop helping by any means necessary. They have transportation to take you to two campuses and the Tam spirit is awesome.
Freshman,5,My experience at Albany State University has been amazing. The professors try to work with the student to help them pass the class. I would recommend this school to any student that is considering going to Albany State.
Freshman,5,The things I like about Albany State is that everybody is like a family. The professors want to see you excel at anything you're doing if it's academics or athletics. Something I would like see change is the campus safety. With all the kidnappings going sometimes I don't really feel safe with the lack of security on the campus.
Freshman,5,I love my HBCU it’s a great college. They have a lot planned for students on campus. The food is great is like a good home cooked meal. Everyone is nice and friendly. Everyone also looks at each other’s as family. The only down fall is that it’s in the middle of no where there’s nothing to do down there. Otherwise i love Albany State University.
Senior,5,Albany State is where I have been able to grow into a man and fully be able to express myself as well as learn myself and others around me. For the 2018-2019 academic year I served as Mister Albany State University and had the honor or representing not only the males at our institution but the institution as a whole. It really is a family orientated university that wants its students to succeed and be able to grow. The career services team is outstanding in its efforts to provided the means necessary for one to be able to be successful post graduation. I love my HBCU.
Sophomore,5,It is a great HBCU and university. All walks of life and acceptance is here and thrives here. Everyone has there own talents and shares and uplifts the community.
Sophomore,5,I went to the university expecting to be a loner who just goes to class and back to my dorm room. Thank goodness I was wrong. I love the college experience
Freshman,5,"Albany State is by far one of the best HBCU's in the nation. The atmosphere or the school just brightens up your spirit if your feeling down simply because of the different interactions and student life. The academics are, the parties are properly prepared and always security is always enforced."
Sophomore,5,"My experience at here has been great so far. The campus has is filled with so many talented and amazing students. The professors really do make sure that the students are successful and they are willing to work with you. The dorms are great and the housing staff is wonderful, they are extremely welcoming. The students at Albany state are very involved on campus, you barley see anybody just hanging out in there room all the time. On campus there are a number of things to do and plenty of clubs that you can become a part of.  At Albany state, they do take safety here very seriously and whenever something is happening on campus that is out of line, ASUPD is very quick to respond but usually you don't have to worry about anything because overall this is a safe campus."
Junior,5,My overall experience at this school has been very good.  I just entered into my OTA program and I love it so far.  The instructors are very thorough and hands on.  This program will teach me to be a better person not just an Occupational Therapy Assistant.  There will be growing pains I'm sure but I am ready.
Sophomore,5,"I really enjoy going to Albany State, the students that go here are friendly and straight forward. The dorms are comfortable on both the east and west sides. My first year was nothing but great . I started my college life in a great hotel the school put me in because i was on the waiting list. The classes i started with were a great start to college life, spaced out a very good degree so i can socialize and get my bearings. My overall experience at Albany has been pretty good."
Freshman,5,Albany State University is a excellent HBCU college to attend. It offers many opportunities for higher education learning. Best school to attend!!
Freshman,5,They should be a little more organized but overall good school. Campus is exciting for students many different activities to do. Student life is fun and overall you can get a good learning experience
Freshman,5,"It was amazing, I actually wasnt 100 percent sure i wanted to attend this school but they really care about their students."
Sophomore,5,Both my parents attended Albany State University and I have always wanted to ASU as well.  So far I have made new friends that I believe will be lifelong friends.  The campus is beautiful and well kept.  I would not trade my experiences at ASU for any other college or university.  ASU is my HBCU.
Freshman,5,I haven’t started yet but I’ve been too orientation and also a tour around the campus and everything is great .
Freshman,5,Albany State University is an AWESOME school and the environment is great and the dorms are very nice
Freshman,5,Well I have yet to experience Albany state but just from going to a couple of assemblies.And football games and basketball games. Albany state is a good caring school that really cares about their student education and their safety and making them happy. Albany state is a very diverse school i really don’t have nothing to change about the school .
Freshman,5,My first time on Albany States campus was not only an Amazing experience but also a cultural experience for me. Getting to see students who were just Like me and not ashamed to be themselves was such a heart warming feeling. My Advisor was not helpful but she genuinely cared about my success and comfort at the school. Everyone on Campus for the most part are very hospitable and will go out their way to help you around campus. In all the school is a great school.
Sophomore,5,Albany State is a great first experience school and I suggest to all upcoming freshman to attend my wonderful HBCU
