Alum,5,"I loved the small class sizes, leadership opportunities, clubs/organizations and Greek life! I participated in multiple clubs, joined a sorority, served as an orientation leader and group leader for our optional outdoor education based freshmen orientation at our environmental campus, Pine Lake."
Freshman,5,"I have has an amazing beginning to my career at Hartwick College. I have been provided many opportunities that I hadn't thought possible.  This includes being exposed to minors I did not know existed and am now firmly implanted into. I have also found internships local to the area in part to my professor's guidance. I have also found volunteer opportunities abroad that will assist me here at Hartwick with the Peace Corps Prep Program and eventually with my time in the Peace Corps. All of which is funded by Hartwicks amazing Emerson Scholarship which allows students to go abroad when they otherwise could not afford to do so and get credit for it. Alongside these opportunities, I have found myself to be connected with my professors on a level that I had not expected. Each of them has been deeply committed to my success but continues to push me. I have also been able to join a variety of volunteer and extra-curricular activities on campus."
Sophomore,5,"This college has given me the time to grow as a student. The college has a great program for nursing as you start clinical freshman year. They work you hard but in the end, you will be a great RN."
Sophomore,5,I love how small it is. Hartwick is a very personal community and it amazing because there is things for everyone there. everyone finds their own people and their own group and everyone comes together as a community. The staff cares about the students succeeding and everyone just wants everyone to grow. it is an amazing environment to be apart of
Alum,5,I loved my Hartwick experience BUT it took until the end of my sophomore year to adjust and really love being in Oneonta and at Hartwick. One ends their time at Hartwick after 4 years feeling attached and wanting more time there. I got a solid education there and one that gave me confidence in many areas including public speaking (seniors during my time at Hartwick were frequently expected to lead a class in their major area). Oneonta was a good place to become a responsible adult and learn independence and now it’s nicer and has more to offer than  during my time. The majority of my professors were awesome and I kept in touch with many of them for more than a few years after graduation.  Hartwick is a special place offering an excellent education and experience—just don’t expect it to happen overnight!
Freshman,5,"Throughout my application process, they made sure to stay in contact with me to answer any of the questions I might have had. They also made me feel as though I was important and that they truly cared for my success."
Freshman,5,"So far my experience with Hartwick has been amazing. Although I haven't actually attended this school yet (August 2019), the staffs have been extremely helpful! I sometimes feel annoying them questions every other day but they seem more than  happy to answer them."
Sophomore,5,The small size of the campus is nice because it promotes individuality. The professors are always willing to help.
Freshman,5,"Even before you start, your professors will get to know you.  Hartwick may be  small, but the opportunities to explore, grow and succeed are enormous!  Once I saw this campus and met the people, I was sold...excellent athletics and clubs too!"
Junior,5,"I loved being in a small, close- knit community at Hartwick College. The people are very friendly and there are lots of activities on and off campus for everyone to enjoy. The school has beautiful scenery and is located in the Catskill Mountains. The academics are great with a wide variety of fun classes for all to take."
Sophomore,5,"The dorms are extremely outdated, most of them look like tiny jail cells with all white walls and blue door. The science building is nice and has a great nursing lab and they just built another nursing lab, yet most of the other buildings need to be updated. Some of the rooms in one of the academic halls has mold in it. Some of the professors are really nice and really want you to pass and others do not care how their students do and don't care if they fail their students. Lots of hills on campus and could use some more elevators. The dinning hall food is always the same and gross."
Niche User,5,"Visited as a possible choice, the art department was excellent,  has a blown glass studio, small, ratio of students to teachers are impressive,  food was good. Offer vegan choices , alot of stairs, climbing, keeping you in shape, that's a good thing, security was impressive."
Freshman,5,Hartwick is such a great school! The academics are great for almost all majors. Psychology and Criminal justice are the weakest majors. The view is absolutely phenomenal and so worth it. The on-campus food is okay. It starts out good but since its the only dining hall it gets repetitive.
Freshman,5,Hartwick is a lovely campus with very accommodating staff members. The classes are great to be a part of and I have learned so much in such little time that I have spent there so far.
Alum,5,Hart wick professors are wonderful. They offer so many research opportunities for their students that it’s amazing that it’s only a College and not a research university!
College Junior,5,"As a member of a fraternity on campus; Greek Life at Wick has it's ups and downs. Most of the premier fraternities and sororities, such as Kappa Sigma, AOII, Phi Sig, Gamma Phi Delta and Tau Kappa Epsilon do countless philanthropic events each semester, hold high gpas and also throw great social events with a warm and welcoming atmosphere, though other groups that are unrecognized by the college, but still hold events of their are can be described as shady and drug-affiliated."
College Freshman,5,The professors here are one in a million- they really go out of their way to help you be successful.
College Freshman,5,Hartwick has fabulous professors - you get individualized instruction.
College Sophomore,5,I am currently rushing a sorority on campus
College Sophomore,5,"Campus saftety is amazing, however the health in the dorms isn't the best."
College Sophomore,5,I have loved all of my professors and they were all extremely helpful. They all look for ways to help you achieve your best and look out for your best interests. The class sizes are admirable and I enjoy the one on one capabilities.
College Sophomore,5,The degrees speak for themselves
College Sophomore,5,"I live in Oyaron house, even though it is far away from anything else I feel it is the best option for me. I love most of the people in the building and it is a nice quiet building to live in. I am in a double and enjoy my roommate's presence. The cost is a bit much but I still enjoy it."
College Sophomore,5,I personally am not part of Greek life but everyone I know in fraternities and sororities are very nice and do not look down on you for your choices.
College Sophomore,5,The Athletics at Hartwick work very hard and that definitely shows in their performance. Their success definitely shows.
College Sophomore,5,I have loved my time here at Hartwick and I am so glad I picked this school over any other one.
College Freshman,5,"I never feel unsafe walking around campus at night. Furthermore, I don't feel unsafe walking around Oneonta either. Generally speaking, it is a very safe community."
College Freshman,5,"Professors keep you on track and make sure you are not only knowledgable on the subject, but also knowledgable about where you stand as you progress through the course. The professors care. Their teaching style is very hands on and personal which is effective in learning. Finally, class sizes offer many benefits since they are small!"
College Freshman,5,Campus housing feels like family! Your floor is your family at Hartwick even including your RA.
College Junior,5,Always available and the best in their field!
College Sophomore,5,"I love living on campus! It's quiet, the RAs are really nice and caring. Everyone is respectful. The cleaning staff is friendly though the showers could use a better cleaning."
College Freshman,5,"There's a wide variety of majors available, and there's no extreme criteria for admission."
College Freshman,5,"The professors are good, and the registration process is incredibly easy. But, I wish I could have a heavier work load and have a greater opportunity of speeding up my studies."
College Freshman,5,"The food here is awesome to say the least, and the variety is even better!"
College Freshman,5,"The party scene is great! I'm not sure what goes on Mon-Thurs because I'm busy studying during those days, but the frat houses are just like the movies Friday through Sundays. Personally I think they should have a few more kegs at the frats than they do, but they suffice. There's a ton of options for partying. Numerous frats and sororities, both recognized, and un-recognized. The unrecognized frats throw some pretty crazy parties as well, and they're not super shady either.. Maybe just a little bit. You also have your bars and nightclubs downtown if you have a fake id or are of legal age. Dorm parties aren't super big, but the frats aren't more than a 15 minute walk so it's not a big deal anyways. When it comes to parties, Hartwick could easily compete with some of the larger schools. It seems to be kept pretty low key, but it's super easy to find  ton of parties every weekend. Hartwick is an unsung hero of the party scene in college"
College Freshman,5,"Oneonta is a small city, but it's a nice one.. It'd be really chill if there was a mall nearby, but the best Oneonta has is southside, and that's just your basic plaza with a movie theatre. There's a lot of places to eat downtown. Multiple pizzerias, a deli, Chinese place, etc.. I guess the people of Oneonta like the students, but I think a lot of kids piss off the locals by defacing property and throwing solo cups all over the place. I'm not preaching against partying, in fact I'm out every Friday and Saturday night having a good time, but that's no reason to be a jerk to the townsfolk. There's not really any sports teams nearby.. There's the baseball hall of fame in nearby cooperstown, but that's a waste of time unless you're really into baseball history. The cops drive around a lot, especially on the weekends, but they're pretty chill too. I've seen kids get arrested, but you'd have to be pretty belligerent to make the cops do anything. I've stumbled back to campus a few times, and the police have never said anything to me."
College Freshman,5,"There are a lot of decent eateries in the distance. It's a bit of a walk, but worth it! Sal's Pizza, Domino's, Oneonta Hot's, and Nino's are pretty much open all night, so there's a decent variety of places to eat if you're hungry at night, or want a bite to eat before heading back to Wick after going to a party. During the day there's more of a variety in restaurants, including a Chinese food spot, deli, and some others. The prices aren't too bad. A little more than I'm used to in PA, but I don't mind an extra dollar or two here and there."
College Freshman,5,"The Greeks are super-friendly. I've had an incident where I drank too much, and they literally picked me up drove me to my hall, and carried me back to dorm room, an it was my first night at that particular frat, so it was huge that they were so concerned with my safety, because I was in really bad shape, and they easily could've tossed me aside, and in that case I may not even be alive to write this right now. But every fraternity I've been to has been extremely nice, I've been treated very well at all of the houses I've been to. They're really all stand-ups guys."
College Junior,5,I feel no fear while on campus
College Sophomore,5,"Hartwick has given me so much scholarship money, and I am currently working with a faculty member on getting more assistant; everyone is super helpful."
College Sophomore,5,"It is hard to be a minority on campus, and most everyone is very supportive of the personal beliefs and choices of others. "
College Junior,5,Student life is from the students. We don't have a student union. We have multiple study spots available. We are such a small campus that the students create their own buzz and social atmosphere. 
College Senior,5,"Greek Life is highly regarded at Hartwick.  It isn't the only social sphere, but those involved in Greek Life are professional individuals with respectable morals and admirable characteristics."
College Sophomore,5,"I'm an Anthropology major, and Hartwick has a great program that I've really taken to. The department is small, but with a good group of professors who are all passionate about their work, anything can happen. A large variety of courses are offered considering the small size of the major, and non-majors help contribute to enthusiasm over the department. The close knit community fosters growth in the Anthropology field, and networking is very possible. The active Anthropology club gives us a voice on campus, and involvement with international organizations is common. The Yager Museum provides a plethora of archival artifacts, and the Pine Lake Field School gives an opportunity for Archaeology specialists to get experience."
College Junior,5,"The campus life is incredible - there's a multitude of campus resources ranging from study abroad, internships, volunteering, clinical experience and a variety of other departments that will help you succeed outside of the classroom."
College Freshman,5,Everything You Need – Hartwick has a building or room for just about anything you could need.
College Freshman,5,"The professors are caring and helpful. The academic standards are high and a lot is expected of the students, but there are many ways to get help and improve their grades."
College Freshman,5,"I Love the Nursing Program. I love the nursing program. It is difficult, but very informative. There are a lot of experiential classes and we are exposed early in the program to clinical experiences."
College Sophomore,5,"the spirit here is amazing. sports games as well as plays and dance recitals bring everyone out to support other students. the programming at hartwick is also amazing. not every program is interesting to you specifically, but there are always at least 7 or 8 a semester that are and you want to go to them. most students manage their course work (many are double majors) and also spent lots of time being involved on campus. pretty much every student is in at least one club or on a sports team."
College Sophomore,5,the professors care about the students and often involve them in their own research. they teach with passion and enthusiasum! the biggest classes at hartwick are the general intro classes that basically everyone need and those are always between 60 and 80 students. I hardly ever see classes over 30 students. hartwick also has a J-Term which is the month of january to spend however you like. students are not required to be in school that month but most take one or two courses for the month. The majority of students spend at least one of their J-terms abroad through one of the 30 programs to study off-campus.
College Freshman,5,Hartwick College has a range of parties both on campus and off campus. It has a regular program through the residential life which allows students to fell not overwhelmed. Party houses from sorority and clubs makes weekend better too
College Freshman,5,Parking lots are spacious and allowed in most of places
College Freshman,5,There are a wide variety of athletics offered. A majority of the students are involved in some way. There is great campus spirit at games and lots of fans cheer at home games.
College Freshman,5,The computers in the labs are easily accessible. The printers always have paper. There is excellent network reliability and the labs are always open for students.
College Freshman,5,I do not know a lot about the Greek life at my school. I do not think the Greek life affects the social atmosphere on campus negatively. Greek students are viewed by non-Greeks in an amiable way. I do not believe there are special Greek housing available.
