Junior,5,"I'm having a great overall experience. My advisor reached out to me as soon as I had been accepted. He assisted me with class registration, already aware of what classes I needed to take. The staff as a whole has been great helping me to get back in the swing of things because it's been 6 years since I last attended. They are very accessible and committed to making sure I'm successful."
Junior,5,"I hadn't been in school in six years. Clayton State has a tutorial on how to be a successful online student. The tutorial showed me how to submit my assignments, include attachments such as videos and my documents, how to communicate with the professor and my classmates, and other features and tools that I'll be using. I think this is going to the best online learning experience."
Junior,5,"Clayton State University might not be a very prestigious school, but the quality of education definitely shows that it is a quality school. All of the professors know and have experience in their field. Plus, there are many amazing programs such as the Dual Degree program they have with Georgia Institute of Technology! There are many opportunities to network and increase in professionalism. Not only that, Clayton State University has over 37 countries within the student body. For instance, I have met soccer players from Finland, Spain, Venezuela, Nigeria, and Australia (just to name a few)! Every personnel you meet is friendly and enjoy sharing their experiences with students. I do not regret my decision of becoming a  Clayton State Laker. You can be one too! GO LAKERS!!"
Senior,5,"you get to control your learning environment, which ultimately helps you develop a deeper understanding of your degree course. It also provides individuals with an opportunity to finish a degree."
Senior,5,"I took online classes. you get to control your learning environment, which ultimately helps you develop a deeper understanding of your degree course. It also provides individuals with an opportunity to finish a degree. The Professors are usually helpful."
Freshman,5,"Clayton State University was great. My recruiter was very pleasant , understanding , and very helpful . She also helped with what major I needed to go into. The school itself is very amazing , therefore I choose Clayton State University."
Freshman,5,Clayton State University showed me I can be on my own and be okay with the great people around to help me better myself and focus on the things I want out  of life and to be a well rounded person .
Sophomore,5,"During my time at Clayton State, I took two courses online. During the pandemic, all of my classes were online as well. My online learning experience has been excellent. My professors taught using a live chat room, while others taught using prerecorded videos. Online instruction was great because I could go at my own pace and taught me how to manage my time wisely."
Sophomore,5,"From what I have experienced in my first year, I really enjoy attending Clayton State University. I like the people and the sense of community they give off. The professors are friendly and they care about every students education. There’s not much that I would change about the school, that’s how much I enjoy it there. If you’re ever considering coming to Clayton State, I would highly recommend it."
Freshman,5,Learning experience was amazing! Professors are extremely understanding and willing to work with you.
Freshman,5,I had no issue with the transition from the classroom to online and the experience that came with it was very easy and stressless.
Freshman,5,I don't start till this fall but I don't regret my decision on me applying here. I did my research and have had visits up there and I honestly the school lives up to its credentials. The staff I met so far are great. Especially financial aid when it came down to me asking questions as far as my funding. Though I haven't started yet your experience is honestly what you make it.
Freshman,5,I haven't started class yet. But my teachers I've met so far are amazing. I've sat in on classes just to get a feel. Yes their hard on you but you'll also learn and understand.
Senior,5,"Affordable, family atmosphere, with administration and staff that really cares. I recommend going here for basic classes and transferring because it so affordable but not well known."
Alum,5,I am thankful for the education from Clayton State! It was a great experience that allowed me to be prepared for my career.
Niche User,5,I like how they keep it clean they have friendly people and nice professors they make sure everybody is okay they care about us they care about our community
Junior,5,"I enjoy my educational experience at Clayton State University because of class sizes,the professors seem to care, and the reputation of the school is top ranking."
Sophomore,5,"I love Clayton State University, it is affordable state university. It located within the Clayton County in Atlanta Ga. The university is mostly blacks. It is a good environment to learn at."
Niche User,5,"I love this school! Its campus is very beautiful and peaceful. Classes are medium sized, depending on the course. Some courses may have ten students, while others may have around 30 students. I have been in both. Smaller classes are brilliant because it gives the student the opportunity to speak to the teacher one-on-one. Also, teachers' office hours are very flexible, so you can speak to them on your own time. Clayton State University has multiple buildings that are very decent. They have an Arts & Sciences building; a laboratory building; a College of Business; and another building, James Baker University. It's easy to speak with your advisor on your courses needed for graduation as well. The courses are also not very expensive compared to other universities. There is a diverse student body with numerous student activities to choose from."
Freshman,5,"So far, Clayton State has been a great experience. Being in this environment on my own to meet people and form new bonds is really exciting. On top of that, I am also taking classes at my school that allow me to work on my craft as a creative individual. The other students on campus are equally, if not, even more creative, which allows me to thrive as well."
Sophomore,5,Clayton state university feels like home. The environment is calm and chill. Clayton State University is a safe place to come learn and get your education the right way. Most schools focus on the school while Clayton State focus on taking care of the students that attend here. They are very helpful and kind people all the staff and faculty. The changes I would like to see at Clayton State University is promoting the school and having more live events on campus.
Senior,5,"Clayton State University is a great school when you want to make a smooth transition from a smaller high school or home school to college life. Although the campus is growing, it is not too large and easily navigated. Professors are always there to help and so is the Center for Academic Success. As long as you’re invested in your education and graduating, Clayton State will be your guide to your goals."
Graduate Student,5,"I came to CSU as a transfer student and I absolutely love it. They offer a lot of opportunities as far as internship, academic advise and leadership growth."
Freshman,5,"My experience at Clayton State has been going well, and continues to be great. I love the campus and the people at my school and the wonderful professors.
As a freshman at Clayton State University, I have had a good experience with living on the campus and academics. Clayton State University is a really affordable school compared to other colleges such as Georgia State."
Freshman,5,"As a freshman at Clayton State University, I have had a good experience with living on the campus and academics."
Sophomore,5,"I have never felt more accepted by faculty until I transferred here. The teachers definitely show their main purpose is trying to help each student succeed. When I transferred from Georgia State, I thought the transfer would be terrible. I have loved it since then. The campus itself is the cherry on top also. It is so beautiful and peaceful, how could you not love it here?"
Senior,5,"I have attended Clayton State as an adult professional for the last three years. The online program is excellent and engaging. The courses are taught by experienced instructors many of whom have years of hands on, real world knowledge.  I would highly recommend Clayton State to anyone interested in attending a real university online."
Junior,5,While attending Clayton State I have grown and learned lots of things. I have frown mentally and academically.  I plan on graduating 2021 with my bachelors degree. I also have started my own business while in school with what i have learned from class and it has been growing ever since. Clayton State is overall a nice school.
Junior,5,I love that it is a very small campus. It gives you more room to network and meet people. The crazy thing is that you'll always see somebody new. I love that the campus try to make you be apart of the college scene . They have many activities every week for people to meet new people and learn new things
Freshman,5,Clayton State is a very diverse campus with a balanced feeling of having fun and putting out the importance of having an education.
Freshman,5,Clayton State University is the best college I've ever been to. The campus is very beautiful and big. The local area is very nice. The school is near a mall and many shopping areas.
Senior,5,I love Clayton State.  It is a great college and I recommend it to anyone looking to start college.  I have made some wonderful friends and enjoyed almost all of my teachers.
Senior,5,"Great place to learn and grow. Friendly staff and great student population. I enjoy attending here, I am much older that most of my classmates but it is easy to fit in. They offer great extracurricular activities on campus. The activity center keeps student active and involved."
Freshman,5,The teachers and staff at Clayton are very helpful.They are very kind  and very efficient with guiding you. The campus is so beautiful and clean. Clayton is also very diverse and welcoming.
Sophomore,5,I really enjoy this campus as a full time dual enrolment students. There is a variety of classes I have never heard of. There was also a black girl magic class which is honestly so empowering and inspiring.
Freshman,5,"I like how this school is secluded but once u go down the road a bit, you've basically got everything you need. You've got grocery stores such as Walmart and Kroger, restaurants including, Wendy's, and Cookout, and the South lake mall is in the are also. There aren't too many distractions and that's a good thing for me. I enjoy the fact that the school is small, which means you will see people more than once which allows you to make more friends."
Junior,5,Campus is easy to navigate and the advisors are extremely helpful and patient with any questions I have!
Sophomore,5,Very beautiful campus! I would like to see more student parties and imvolvent. The curriculum is pretty bareable. The classroom sizes are pretty descent.
Junior,5,My first college experience being over 40 was better than I imagine it would be.  Definitely recommended for older adults going back to school.  The student support that you get is very good.
Niche User,5,"Clayton State is a great college. As a dual enrollment student, I am able to see what college is like while still in high school. Clayton State has an array of wonderful teachers willing to help students further than most would think."
Sophomore,5,"I genuinely adore this school. Most of the teachers really care about you and want to try and help you succeed as much as possible. As long as you put in a little effort, it can take you pretty far. The campus is also very beautiful. It has 4 lakes and everything is close together, so if class was a bit hard one day just take a walk it might help."
Niche User,5,My mother and I toured the College in the Fall of 2019.  We were really impressed with the tour.  It was very informative and we were able to talk to the different professors.
Niche User,5,"I like how the school is aiming to be better through renovations and such. Overall, the school is great and every teacher I have had will always take the extra time to help a student."
Niche User,5,I’ve done years of dual enrollment at this school and I have no complaints. The campus is very nice and is kept clean. The professors are good and they care about their students.
Sophomore,5,"When I started Clayton State University I was welcomed with warm arms. I started with summer bridge program. I earned 6 credit for the summer. I received the grade of a A+ and B+. The program helped me meet new people and experience campus life. The thing I like the most was the CAS, were they help you with you work and help you study. It made me become a better student and person. I appreciate going to clayton state university."
Sophomore,5,"I was quite unsure about going to Clayton State. I was not sure what to expect at all. My freshman year I stayed on campus and it was the best experience ever. You are so in-tune with what goes on on campus and you will love it, you do not miss a thing. When it came to classes, all of the professors were understanding and willing to help with whatever you needed. You usually do not find professors that actually care, it was good to know they did."
Junior,5,This is a good school that is very affordable. I got my bachelors here and came back to get another degree.
Works Here,5,Awesome. Clayton State University or the university with the lakes as some call it is a wonderful university. Its small and family orientated. you can get exactly what you came there for with the help that you need.
Sophomore,5,I love Clayton State. The professors are really nice And actually want you to pass and the campus is beautiful.
Junior,5,"The faculty and staff here at Clayton State want to see you succeed. They will always work with you to achieve your dreams. All of the teachers I have come in contact with work with you, and make sure you are on course to make a good grade. You have to put in the effort and meet them in the middle, but they care about you and your wellbeing. The academic advisors help you build your class schedule to cater to your major and help you graduate on time."
