College,Uuid
Covenant School of Nursing & Allied Health,6136ee35-9e4a-4406-98fd-7b57e7d498d6
Cowley County Community College,7000975b-cdfe-4e52-83bd-ef645146a3de
Cox College,d40d66f3-470e-43b3-9a67-da7424424e2c
Cozmo The School Beauty Academy,02fb7c16-9389-4ad5-83e6-e2a50de400c1
Crafton Hills College,24d23a71-053a-4860-bc19-e5304beec091
Craven Community College,b3f06674-05c7-47c7-bdfa-ed0f50205441
Creighton University,ee7d2698-9fcb-4645-9c99-cbc2c88cb232
Criswell College,0fe168e3-1759-4af2-9079-eb0dcb1d00c7
Crouse Hospital College of Nursing,dc20a9b0-705a-4219-afa9-29f5609db88e
Crowder College,655e6ce4-3eb4-4d65-9379-0eb2a5b553e0
Crown College,00d452e4-8982-4737-a792-aacdde63792b
Cuesta College,2a964e6b-c880-41ca-89fe-fea5308c96e9
Culinary Institute LENOTRE,c94fb742-6890-4c01-b7eb-91132f1add2f
Culver-Stockton College,043e56ee-4b71-4f07-9d82-ceec0a7bfcb0
Cumberland County College,36bb9104-a66c-44c3-b73c-8f8666e8dcf8
Cumberland University,3d6df1a2-1cd4-45b1-a4c8-af21bcd69a1d
CUNY Baruch College,d1930e3f-f960-472f-969c-f9333da1eef4
CUNY Borough of Manhattan Community College,e4474396-23b7-45aa-ad04-b68dc6c36674
CUNY Bronx Community College,01bfd627-1a3b-42c0-94aa-05115e4b5842
CUNY Brooklyn College,ca9e78bf-8de1-4bd5-bf56-44aaa482e523
CUNY City College of New York,2f14032e-1c60-4bd6-87ee-438df38b36c0
CUNY College of Staten Island,83e76554-2efd-4672-8e50-c05413c8cf4d
CUNY Graduate School & University Center,6839e4a4-9153-4c68-b8cd-31d053c39a32
CUNY Hostos Community College,fd2c47da-81ec-4e87-a960-b97be64f0437
CUNY Hunter College,de4ffcd6-4848-4c1e-80c7-0845b01989cd
CUNY John Jay College of Criminal Justice,d1ccd14f-4b3e-40b5-b643-064c59be0c3c
CUNY Kingsborough Community College,69384e6b-75fe-44c8-80f0-99cfdd5a7d8e
CUNY LaGuardia Community College,9e2062f0-bac5-448e-8897-fcd210bc6dd8
CUNY Lehman College,dd79308c-7ca1-49de-ad76-6957be74628a
CUNY Medgar Evers College,5dbb3a42-9df3-4a45-b745-9ae6e9e6d5de
CUNY New York City College of Technology,976981eb-05a4-47d8-bfff-adffc1259343
CUNY Queens College,6a5cf44c-66b9-4e92-aa9e-7899dfc37298
CUNY Queensborough Community College,b36f310f-d206-4bd4-af9f-707581f2707b
CUNY Stella & Charles Guttman Community College,1aa6ff99-5e65-4ef1-af48-c27f6aad228f
CUNY York College,32f81914-a6c6-44a9-b99b-7e5d09e4cc8a
Curry College,2301496f-5ac3-4649-94fd-2062f628c2ab
Cuyahoga Community College,648d06b8-23a0-437c-b82d-0c881a049200
Cuyahoga Valley Career Center,d5dcd208-f25f-4c29-9d95-8b39c1f00d09
Cuyamaca College,411b6fd0-7108-4a3c-8ffa-91daf5f1bff7
Cypress College,bac75e6c-d65f-40a0-9c06-a811d4a8ff28
D G Erwin Technical Center,f2480271-e773-45eb-89f3-1198b30e0739
D'Youville,df484f3c-7077-4333-82f7-ea5dfa247c7c
Daemen College,d7a9e66c-d357-440b-8bc3-1116218b2e25
Dakota College at Bottineau,f02e0bff-2a7e-4438-a793-88e27b89aa5c
Dakota County Technical College,4c0ea3ba-5c1d-421e-a6b5-e8191bf97aa5
Dakota State University,727f8d62-8aae-48e7-91a8-7a28a9dd3b04
Dakota Wesleyan University,221dbed6-3580-4939-8d06-665d7fbc2ca7
Dallas Baptist University,c8ff6f6a-a5f0-4595-83e4-21d52fd11fc9
Dallas Christian College,cebbd206-cae6-4c9e-851d-67dcdf1ba0b4
Dallas County Community Colleges,3b151e4e-7035-4a59-bedc-3c5696288749
Dallas Institute of Funeral Service,afdc81cf-5c8b-4280-9b9d-704e9f4d3b79
Dallas Nursing Institute,6884a752-3c2b-4827-8b47-98a78dcf8856
Dallas Theological Seminary,a3dfe1f5-47fc-4e4c-9d7d-042c0e3eacb8
Dalton State College,b5f0b81e-f8b2-431d-8156-daaa7cb2fdbd
Danville Area Community College,d7b9b6c8-fd83-4c29-b802-e5a3207780ad
Danville Community College,5fd56a74-1b8f-4f25-91f4-2317104f7f42
Dartmouth College,269d6b14-4af9-4c94-8c96-13767d623a41
Davenport University,7d22b059-df8c-495a-8ae3-d50645e48012
David Pressley School of Cosmetology,fdbe9340-0601-416c-89a5-d547e1dbc024
Davidson College,1ad50a05-6325-4392-b428-a08c944e61ef
Davidson County Community College,dca1f5f4-a115-46a4-9778-7f449f19633c
Davis & Elkins College,66edd004-ba4f-475e-8609-5c25298ee8db
Davis Applied Technology College,ec734c1c-4f56-4578-a342-3fbc7abac0f4
Davis College - Ohio,19bc20f5-5926-4b37-94a1-281be0e4257d
Dawson Community College,ffedaa3c-ad70-4665-a782-94741630c287
Daymar College - Clarksville,c1474eb1-9b81-4fbf-ad90-a5fe060760c4
Daymar College - Murfreesboro,ba813e01-a8b1-4def-bc1d-c03619049c89
Daymar College - Online,59fce58a-b5fd-42d9-803e-d91834555b0e
Daytona College,1e10b3d6-360b-4202-a47f-35147944d27c
Daytona State College,8e0fd5b4-b346-4267-ac57-b0ed1a0cca7b
De Anza College,9881f50c-bfc0-4e75-9f17-d7658f461922
Dean College,90efa037-901a-4f6c-9747-ce8923605c5c
Defiance College,a490b51d-bffc-40f8-bf2b-e934a0d69612
Del Mar College,a3f9e85d-4e8c-4da7-9e45-99935ff1efe3
Delaware County Community College,073632ee-5896-4aff-8737-f54ca1544fb7
Delaware County Technical School - Practical Nursing Program,18a6207b-076b-4857-8bfd-5d52b20bc13c
Delaware Learning Institute of Cosmetology,020ddbb8-6a68-42a7-af85-59beaa07596b
Delaware State University,270c6db6-25a6-4b0e-b3b7-bcd9f91b3936
Delaware Technical Community College - Owens,d4828d5a-eaa0-4b81-9e34-3dc89545eee2
Delaware Technical Community College - Stanton-Wilmington,f3c3cae5-37f9-4874-8f08-461a8f034970
Delaware Technical Community College - Terry,8f5f28b9-daa3-403b-b6ef-c247df83c20b
Delaware Valley University,9ff30708-3618-4990-95ec-ade289ec255e
Delgado Community College,6c099a71-244f-4253-a5f8-bc8797bd894d
Delmarva Beauty Academy,aa58ee89-0cc3-4c8c-8b9c-870655a887a4
Delta College - Baton Rouge Campus,3868bd21-f254-4d14-aafa-868c69fcb431
Delta College - Covington Campus,fb7948ed-750f-48f9-83c8-db1dd2260a3b
Delta College - Michigan,9069b9b2-21ba-4e13-8f67-33331612e597
Delta State University,14ba174e-3938-47f2-97a1-9f4bad429f17
Denison University,2585ec6d-0fea-499c-b7e1-a4b445853139
Denmark Technical College,1458cfc3-ec08-4df3-8535-9c4cfa0f1d69
Denver College of Nursing,8cc76b04-cdea-4e50-b85a-c20eb3859596
Denver Seminary,16560bff-36ea-42fc-986a-7838634b382c
DePaul University,e055d106-a615-4d6a-9470-3da34fab0ca4
DePauw University,6e001eef-6195-431a-b281-c944206bc540
Des Moines Area Community College,83be8820-5aa1-47f7-a6ab-cfad389ab60f
DeSales University,3a0f7ada-084d-4bd1-832b-153e227fcf4a
Design Institute of San Diego,d1a4e84f-5f66-493c-9ebf-08041141d9e0
Detroit Business Institute - Downriver,1d32a20b-3d3b-45bd-bc43-9204b843cb8d
DeVry College of New York,d2d388cf-36ae-4d3a-a6e8-065892be71bb
DeVry University,ac00e9fe-2737-4bb4-a577-048cc33d1491
DeVry University - Arizona,9c3a0894-6f0e-4656-a571-eee40e1f1cf7
DeVry University - California,e10016a9-615e-4164-80bf-30587ddc33f7
DeVry University - Georgia,99473890-797e-4f0b-bdae-a9a5bf06f59c
DeVry University - Illinois,d2b4c5a1-0f28-41dd-9142-7dd0574205d4
DeVry University - Indiana,74933bfd-070c-45b2-ad2a-182f6f7bcedc
DeVry University - Michigan,0398e676-e0bf-4fdb-bdf2-0eed406b27b4
DeVry University - New Jersey,40031874-c4c0-4a6a-9043-c58a9c004bbd
DeVry University - Ohio,b380ec78-428b-4486-9c8e-769f6a0e0e96
DeVry University - Pennsylvania,2340f5b1-5604-4224-bac0-14a53ce3bec9
DeVry University - Texas,4e276604-71b2-4f12-a0c4-50cd68ef6fcd
DeVry University - Virginia,3fc5248e-2f0a-4371-aac8-cbe19932ac18
DeVry University's Keller Graduate School of Management - Illinois,3f9ff568-cde1-4e0b-9da9-dcdd979dbb62
Diablo Valley College,6e4f6be8-5e3b-4547-828b-f0e763d32cf7
Dickinson College,71a29184-cab0-4b93-b574-0fbf60e75e33
Dickinson State University,2f4db4c0-cf93-49af-b39b-084316855e0e
DigiPen Institute of Technology,434265ec-af65-4456-9c4c-3e9feda31fb2
Digital Film Academy,c6a0793a-ead2-40f3-84ce-086a73bd4e3b
Digital Media Arts College,0e59e62f-e2f8-4833-849b-a631207c81a9
Dillard University,3dae8e41-06c0-453f-bd8a-c9b6c8263de1
Dine College,d95a2c75-82e0-4e76-8963-195759e3e808
Divers Institute of Technology,36df0368-ac2b-4470-85aa-ae1427afc331
Dixie Applied Technology College,f8b4bbd2-b77d-42d3-a739-83ce9b07ff93
Dixie State University,9061a225-52cb-4ddb-bded-1d8ba8d98112
Doane University,e65860f6-c58c-465d-a0ca-7ecc4b3695c5
Doane University - Lincoln-Grand Island,1979cb2a-837d-4a9f-b5f8-6278a8a7f51a
Dodge City Community College,1f52d3f8-9d09-42c8-8691-8d611d342111
Dominican College of Blauvelt,6c44c66c-b25e-4be4-bdc9-878e6bef6768
Dominican University,e78ac147-ee54-4c9c-ad4d-f0999d63423d
Dominican University of California,bf8a4960-1f34-4835-879d-c4edd6a8887d
Donnelly College,c7717e5f-7ef4-4a8a-b53e-330c2e9623f9
Dordt College,d8222970-dfd2-43af-916d-787ae4af4ce3
Dorsey Business School,a3b1dbfb-1fa7-4d6f-903e-70ae316677a9
Dorsey Business School - Madison Heights,81fb8d7b-a6e8-4daf-ab1b-d2f51c567a2d
Dorsey Business School - Roseville,8f35e4f9-bf90-450b-842a-8a7c804bc05c
Dorsey Business School - Saginaw,f47969fe-c22d-4cae-bda7-1fec3ff512c8
Douglas Education Center,2c1f5f7d-e0bd-4176-a7bc-d6a4757e4948
Douglas J Aveda Institute,e4c62748-6a6b-4b92-ba83-7b938a1bdac1
Drake University,eb26f5e3-a81b-4fe7-b724-aa502695d935
Drew University,2d5ec7da-c961-4380-b3c8-391c18cce632
Drexel University,26d015a7-badf-47b5-9641-2f2d2a3e9a10
Drury University,36b7ed23-88e8-4cba-b032-180e591f9ac3
Duke University,31ccffdd-dcbb-4151-a552-7426ba475249
Dunwoody College of Technology,18d9e95a-0033-48b8-93d5-214d3e7cf561
Duquesne University,760efb74-b98a-49df-950f-0cbdc1098b69
Durham Technical Community College,dcbdb125-7eeb-4423-a745-b9d205939f2b
DuVall's School of Cosmetology,352dabd4-bb3d-49ef-b8e7-2dda71863a02
Dyersburg State Community College,feca07e5-c82d-4a1d-b0e3-16f4c37a5bf1
Earlham College,e069d749-b40b-4033-be88-649856af92c1
East Arkansas Community College,c7b9068f-9fcb-420f-a9a8-395c2eff681e
East Carolina University,6286c2d6-4eac-4036-a834-b347fb976f55
East Central College,c4f5e64d-33f1-41f5-9a3f-2967f60de49e
East Central Community College,9290e5d1-f9c7-433a-ae79-deb771068d4d
East Central University,f8c4e3b5-a076-408a-a2b1-44106b1da8be
East Georgia State College,d96bad4b-a0a2-429b-b885-af997398bf1b
East Los Angeles College,909d9339-d56a-4c31-8f17-29110e0c85cf
East Mississippi Community College,7b6a9bfc-4512-473a-bd73-b06caf3de6fc
East Stroudsburg University of Pennsylvania,4ef1542a-a42e-4171-9e6a-b7f4124898a0
East Tennessee State University,efd24293-d300-4f65-93e9-dbb7b1b981ba
East Texas Baptist University,1a5f1fe1-079e-4a87-8e2e-f2cba9fec67a
East Valley Institute of Technology,21410224-51f9-4bcd-b623-08aceed1a382
East West College of the Healing Arts,af536182-79c9-4ff5-8715-4a5cf193a4fd
East-West University,65bb5957-b0bc-4086-93a7-3ca44a92dc3f
Eastern Arizona College,5cc65ebf-5533-4c72-9b85-15ca84e5f876
Eastern Center for Arts & Technology,91aa4d64-4ac6-4303-8b01-8f312a232cc6
Eastern Connecticut State University,d8a8b9c7-e227-4601-a904-be1d09d226de
Eastern Florida State College,c514ea01-cdb6-4023-9e38-2212d7f03ae2
Eastern Gateway Community College,986dada6-4b2c-4e65-987f-f7cd84597f2d
Eastern Illinois University,b9439387-8776-411d-9a58-a5e9595f4cd7
Eastern Iowa Community College,254fd9df-261b-42b2-b1e8-e6bcf02aa2c0
Eastern Kentucky University,4f36b886-599a-46bb-9861-e309e3a699d5
Eastern Maine Community College,4c822f6e-7285-4ed1-84da-3a43ebb57a16
Eastern Mennonite University,dd8f9259-9711-4e94-a1a6-5569662b9ac0
Eastern Michigan University,e86b1196-1af9-41c3-b6c4-095f12ea1f0a
Eastern Nazarene College,1d6acef9-cdbd-4e8b-872c-6f115da5bb1f
Eastern New Mexico University,1cf0e982-b968-4438-bf8d-ba78e7dadd32
Eastern New Mexico University - Roswell,71c73c2e-c2a0-4c5c-813d-a5582674ac38
Eastern Oklahoma County Technology Center,2a3c66c2-9bc5-40d3-ae51-253d25779139
Eastern Oklahoma State College,261a0fb0-f824-41cc-b3ee-f1eb34df362d
Eastern Oregon University,b34d9c6d-4b93-4da7-a020-6c878b093ccf
Eastern School of Acupuncture & Traditional Medicine,9bc7f8c4-b129-494d-b96f-6bddc6afd65a
Eastern Shore Community College,e8766700-5c86-4908-b477-8f2632f17f23
Eastern University,c9ee53f1-ee41-46e0-a9dd-350d34faa3e2
Eastern Virginia Career College,65c7d1b9-07fe-4801-b930-0fed1ee187db
Eastern Virginia Medical School,7a2c5910-aa7b-4f4e-b7e7-b2b329bd7096
Eastern Washington University,494080af-2923-49c9-8c0e-358df4dbbf91
Eastern West Virginia Community & Technical College,2a408cdb-3a4c-43aa-92cb-db3f558118d5
Eastern Wyoming College,20723ece-1858-4565-808a-c955ff097636
Eastfield College,fe348568-2b0c-4671-ba11-da3d7d92edf5
Eastwick College,dbfcaec1-9ac4-49c6-89cd-ad85bd2f34eb
Ecclesia College,d5e63b1b-4f10-4fcc-9cee-bebc1a59944b
Eckerd College,184d7aa9-88d7-46b4-a260-d2ccb8a374d0
"ECPI University - Orlando, FL",c234ad5c-96a7-4a74-9a63-de052e818b98
"ECPI University - Richmond West, VA",bd9e2dac-358b-48e8-9ea9-ff1f2b1ba2b5
"ECPI University - Roanoke, VA",ad867eef-b2f1-4b31-8196-82dbbf3067ed
"ECPI University - San Antonio, TX",d3c6f030-d2d1-4bdd-88c5-edf979410cb5
"ECPI University - Virginia Beach, VA",e56a89f6-3d84-4b58-a095-84abc34ba641
Ecumenical Theological Seminary,d852ff18-bf15-41e5-bb7b-e269ac8ecf2f
Eden Theological Seminary,1007f9e6-74f4-4ac9-8e18-bff5dd37c2b7
Edgecombe Community College,9a98f7df-00bb-43b6-a8fa-b26097542aa6
Edgewood College,6138c67c-08c1-45b8-afc2-d3763d2cc358
EDIC College,62c8f695-f387-4f8d-b92e-1c29d4a24404
Edinboro University,324a5ce5-5780-450c-9869-c4e9641d7cc4
Edison State Community College,ca314860-4b1a-4c66-9d7e-f43a85a401f8
Edmonds Community College,19c7b044-cb44-4772-a12b-6b2cc66cd80a
EDP University of Puerto Rico - San Juan,7a1fe3e4-9fff-421d-9bad-546af2c2476f
EDP University of Puerto Rico - San Sebastian,bbb3c480-ab07-4ebb-a324-049f6ec05721
Educators of Beauty - La Salle,7ae3fee0-52dd-43d9-8b68-e3f8876e016d
Edward Waters College,4cf3a867-7c7e-4c86-9969-9309c4d70c97
Ehove Career Center,34b71177-5998-4235-8dd7-6edeecb783f3
El Camino College,b8f5441e-bfaf-4272-8db4-5f4121ff81e2
El Centro College,8857b705-3040-4099-9aa8-6753d32b629c
El Paso Community College,1befb230-3dae-4162-bb31-459b4b89e602
Elegance International,8e76d226-0df3-425f-9ee1-01fdab23c3b9
Elgin Community College,47faa55d-8fa4-4211-a0a1-30d77b156b34
Elizabeth City State University,e9b8e24a-a96e-42f6-aae5-4c89ca96d7d3
Elizabethtown College,366bd4aa-dc39-43d6-aa81-856a1324f151
Elizabethtown College School of Continuing & Professional Studies,686e5f0a-668b-4f4c-b4c1-5134ce88ffd4
Elizabethtown Community & Technical College,20dd72f6-74a8-43cf-ac90-fdfff3e4078a
Ellis School of Nursing,6b191eb7-358d-44b6-ac58-641c9f635f36
Ellsworth Community College,7438d347-40c1-4f42-9681-2e346abbe050
Elmhurst College,f668bff9-0793-44cd-81ea-0b66aa099485
Elmira College,da5fca74-e599-4b3f-a403-2c8d7d6b6866
Elon University,d94ca754-7539-4e98-828c-989058f17976
Embry-Riddle Aeronautical University - Daytona Beach,90ed87e1-8116-4c64-a23b-bf35188f1517
Embry-Riddle Aeronautical University - Prescott,6055a367-eb17-4b98-87ba-4747376b0804
Embry-Riddle Aeronautical University - Worldwide,2bc11fae-80c0-4dfc-bf20-3b33bec030a5
Emerson College,4744a64a-1a81-4d56-b0c0-532f099fddc6
Emily Griffith Technical College,5b67f71d-e90f-40f2-b020-112022bee034
Emmanuel College - Georgia,ecc27ede-141e-4d42-a0a8-ce3e27b7d35d
Emmanuel College - Massachusetts,f68d0c9a-04e0-4608-984b-dc7853fb9572
Emmaus Bible College,b8d795a1-c34c-4bf1-bf53-a80560b33e53
Emory & Henry College,2b70a107-42b2-4c9e-af8e-998796402661
Emory University,86ad5853-ed72-4efd-855c-4746ff698941
Empire Beauty School,dcdd8a2e-44b4-4778-9cbe-a5e6a49c7cc1
Empire Beauty School - Avondale,04cb2139-4dbc-45a4-905f-1267bdd30762
Empire Beauty School - Boston,17dee85d-4dfb-44c7-80b1-4dc4e96543a5
Empire Beauty School - Green Bay,61700a4b-f6bf-43a3-87ab-9af43231492c
Empire Beauty School - Savannah,309d2b2b-d1a8-4f55-b42a-319854370771
Empire Beauty School - Wyoming Valley,3f0e4c4a-80b9-4c8c-9e2d-07cb0957120a
Empire College School of Business,90f4b9db-65ac-4c64-8d84-09112e91d998
Emporia State University,a091d9ac-584a-4343-9eed-1e932814f807
Endicott College,6360f39c-2456-4357-83f3-100974e28a43
Enterprise State Community College,fbe9cd8e-5088-40f1-90c8-8a25e85086f6
Environmental Technical Institute-Itasca,d58df795-c2ff-48e3-b8cf-ee226e8835d7
Epic Bible College,4e591066-4781-41dc-a49d-b743de2de24f
Eric Fisher Academy,dd4d7d72-415c-4363-8549-33e3914a3561
Erie Institute of Technology,23e19d34-6d52-406e-9f5e-6bf5891c5228
Erskine College,106425c2-b0af-4178-975d-db75c9d58d92
Escoffier School of Culinary Arts - Boulder,f4e5e049-f4de-4690-b08b-6278e93ba7a3
Essex County College,42104826-4341-40dd-be9f-22a154288816
Estelle Skin Care & Spa Institute,75f3ee49-5645-4388-9f36-84ae26732c3a
Estes Institute of Cosmetology Arts & Science,77ee99ca-a124-4ecc-8466-70266aedd820
Estrella Mountain Community College,ee23ac96-9e71-4139-9dbb-28cc8cc6f1b8
ETI Technical College,9e544dd0-f4da-46c1-9fbc-16f3a7537663
Eugene Lang College of Liberal Arts - The New School,09442447-020b-4f0b-a83f-521452ca21e8
Eureka College,e96834a3-3094-4e4c-849b-437d911c11c1
Evangel University,1c903cf2-7aea-487c-8f26-d6d490e5a2db
Evans Hairstyling College - Rexburg,fbf5f7cc-ad00-4531-89f3-287cd1940f2e
Everett Community College,a498ebac-ccf9-4c23-984c-e5efb5b97c52
Everglades University,27b66cba-4b92-4353-86d1-b2ae7b62603c
Everglades University - Orlando,5f8dbd7e-8283-4fd6-9cab-8c079f4dd8b2
Everglades University - Tampa,307e12dc-df27-4351-973f-432ec53e7b36
Evergreen Beauty College - Everett,4f7e3154-59d4-41e2-add4-797bd48b22e7
Evergreen Valley College,93d345d0-718f-4336-af02-6d3d0650b654
Excelsior College,2cb0f0a7-571f-47b4-a2c0-11afd1ca6581
Expression College for Digital Arts,dc1d96f8-05ef-4404-ace2-d09f152cffa3
F.I.R.S.T. Institute,3479649f-4bc0-4d39-a777-9df5dc7be4b1
Fairfield University,0e8124b9-dd74-4357-afeb-b90729f3482c
Fairleigh Dickinson University - Florham Campus,b5253f90-4d25-4fd2-a042-075166a11892
Fairleigh Dickinson University - Metropolitan Campus,ddeb909d-02c4-484c-87a4-31a9d02355e6
Fairmont State University,dd09bb46-fc65-4f3c-912d-a8e549b94080
Faith Baptist Bible College & Theological Seminary,4f33a9a6-1337-4c25-9139-b0f5f64da440
Fashion Institute of Design & Merchandising - Los Angeles,65bb9659-8aa3-4a2c-b4b9-748441742afa
Fashion Institute of Design & Merchandising - Orange County,dbbec250-be77-445d-84bc-f648c83a0b00
Fashion Institute of Design & Merchandising - San Francisco,dc7df48e-06ea-4b5b-ae3d-6075a5ea1c37
Fashion Institute of Technology,21da3a0c-8a34-4306-b85d-c13ac2df3515
Faulkner University,129bd00f-1fe2-4789-b1ab-0043cf7a6f9b
Fayetteville State University,e1990599-7e9f-480f-979c-92d0649abea8
Fayetteville Technical Community College,32f9e3bc-f4ad-4489-9ac5-327cb50ae7fe
Feather River College,2b77fd48-9e8e-47eb-bfc7-cbb4f5055140
Federico Beauty Institute,7dd48d9b-b641-4841-abbe-36c4fafdb1fb
Felician University,336e1781-a1b4-44b0-a0d9-fd5efe430e54
Ferris State University,9a3df9ba-aaf8-43c2-ba2e-40ba1d1cdaf9
Ferrum College,513a2adf-8b84-4977-b07a-116c8c29813d
FINE Mortuary College,3cb38489-5349-463e-9f32-d58a70520a21
Finlandia University,42de6c8f-a225-485a-8ed7-7878af5ee5f2
First Institute - Illinois,e2561177-b241-4f07-b20d-775a62e250b2
Fisher College,02a428fa-a3dd-4826-a975-1de52703af0a
Fisk University,bf552911-195b-4ae7-a9ca-cf32cba4bef5
Fitchburg State University,33fc0144-bd30-48d4-a9ca-0a0e5e6df7ee
Five Towns College,7f312fe9-755c-4b3e-acd9-7833a0a70c85
Flagler College - St. Augustine,32a609ce-ac46-4e27-a2aa-eaff68a7a8b7
Flagler College - Tallahassee,4033d92a-4fa0-4c67-bd40-09c9a00a3a7f
Flashpoint Chicago,ba978463-f7a9-48eb-9861-1b065eb1f802
Flathead Valley Community College,38651734-f21b-42ee-afd1-75029842b4d3
Flint Hills Technical College,6059aa43-38df-4ee6-9406-db7f706b61b2
Florence-Darlington Technical College,1a747a18-cb80-456d-865c-3bf577ea2610
Florida A&M University,358da127-82ac-490e-bb8a-58b5b6384bfc
Florida Atlantic University,f745290f-9ecf-471e-b569-36a45d6745e2
Florida Career College - Boynton Beach,e9d5adb1-5341-4c4d-a8da-c7e6f81dced0
Florida Career College - Jacksonville,21a5ede3-faf0-4531-91fa-5bdc4c9c63a8
Florida Career College - Miami,25bdb263-9376-4eea-805e-3936b78a7978
Florida Career College - Orlando,f200e4fd-05c6-4300-ad7c-f673aa4aa6f3
Florida Career College - Pembroke Pines,79d18fe0-5e34-4c9b-ac62-502bfdbf6de5
Florida College,f487692c-7b71-4692-a0b2-d633f5bd4ad2
Florida College of Natural Health,b83ee547-6511-4d5b-933a-80f421a0d598
Florida Gateway College,59b7400b-a43b-4cf3-9eac-983f70906e0a
Florida Gulf Coast University,62ff4962-72ad-4b5d-96f0-bd5ccd0ad1f7
Florida Institute of Technology,516e33a8-95ea-4eda-904c-bacb50f7a9f3
Florida Institute of Technology - Online,b3ec5f68-71db-4cb8-8a10-194216caabe3
Florida Institute of Ultrasound,f583c33d-6ab8-4080-97fb-0630783974fa
Florida International University,fa40c81d-f56b-4353-9518-17bb497b877f
Florida Memorial University,3bac1e9f-cfde-451c-8f35-19da9f3d434b
Florida National University,6d63ada1-2cad-4ecf-ae9e-54e18f8c1245
Florida Polytechnic University,d1438a70-6d6c-40e2-981f-d52437ebcab1
Florida Southern College,15c35571-14a6-4d4d-aeb0-0f1a30f455e0
Florida SouthWestern State College,5f40a17a-dcb5-43f8-8317-7a0899e2c44e
Florida State College at Jacksonville,29f983a6-406b-4622-bc6f-2191f262dadf
Florida State University,8d0039f7-2dd7-4510-9b5a-4f801b88a4e9
Florida Technical College - Orlando,a43d52d9-5f88-4d59-8f4b-4d5370df8083
Folsom Lake College,b129b877-3f31-4df6-a1eb-d5aa030e9773
Fond du Lac Tribal & Community College,bec0761f-403b-426c-b0ae-b10badd8ac55
Fontbonne University,f3ea2c4a-0473-4aa3-a99b-17b356c48847
Foothill College,ee6c93e2-a8b3-43af-bd53-4ca15dc57a33
Fordham University,30843e2a-29d2-4da5-a30f-3c063c98c5cf
Forsyth Technical Community College,b96f6ed6-8c5c-403d-abc8-80c8c136b7c2
Fort Berthold Community College,49a1eaf5-f977-4291-ab6b-daabcae3fc2d
Fort Hays State University,6311dddc-1dc8-4462-94e9-7dc9ee4fd479
Fort Lewis College,e12f5d40-fc14-4747-b893-0aa7f41a07ce
Fort Myers Institute of Technology,e49932ff-7d0d-41f5-90ba-d8d74bf733e2
Fort Peck Community College,b607ddba-34b1-4108-906a-54524f778888
Fort Scott Community College,6f65dba4-e004-43a4-afb3-2e4bdadf64d8
Fort Valley State University,c919d6b6-97d6-4b31-9625-503e38c9a823
Fortis College,143e93e6-27f1-4d8f-8bae-aa4710b8935b
Fortis College - Baton Rouge,8b775119-7876-4283-9bb6-6e77fb730c08
Fortis College - Centerville,92b6fc07-1091-4d71-aae0-4f4772bc1db0
Fortis College - Cincinnati,ba3f4a26-2dd1-42cd-940d-37ffaee52a6a
Fortis College - Columbia,ad15e913-2973-4f5c-a747-f1a8e29bebaf
Fortis College - Columbus,4ea29743-10c6-4116-9abc-8654f28335dc
Fortis College - Cutler Bay,4be8e261-950e-4aba-89ea-82a1f4a4322d
Fortis College - Cuyahoga Falls,a5f37c5f-f378-4712-a47e-ea079357d945
Fortis College - Indianapolis,b2224ce2-e917-4bfa-9f19-be8f02902e0c
Fortis College - Landover,5fae8cae-0882-49d9-9c33-bf854a26828b
Fortis College - Mobile,f2d21527-3b73-4fbe-991f-e0ce608d9e65
Fortis College - Norfolk,c0442998-4acf-446a-a2c6-426d23dbb6d5
Fortis College - Orange Park,9278dfab-9651-407d-8be2-cd938c3bae58
Fortis College - Richmond,6ff03a63-4d76-4be1-ae6e-4886e267508c
Fortis College - Salt Lake City,7b8cdffb-69ab-487a-9a1e-c2e3bdc18030
Fortis College - Smyrna,fbf812de-c306-41de-b2ee-f3b5435553e2
Fortis Institute - Birmingham,496dbfda-528d-442d-9150-88d41fdc9892
Fortis Institute - Erie,4ab610d7-69fe-4c9f-8615-465346f5cb44
Fortis Institute - Nashville,f9323337-7499-489b-859d-51cb5f9adca9
Fortis Institute - Pensacola,6586ae87-af88-4851-b34a-7a2fc321aa94
Fortis Institute - Port Saint Lucie,44dd539f-6728-402f-853b-f2b3dc68afa3
Fortis Institute - Towson,343d7f84-759d-43fd-b5d2-7ff7976314fc
Fortis Institute - Woodlawn,3f808299-70fb-4dd6-bd5d-a641e7f7b619
Four Rivers Career Center,fe207c7d-edbc-411a-9aea-d2a2b527aad7
Fox College,2a988be9-3ad0-4ba5-83ef-bd93a82bcea7
Fox Valley Technical College,a95c7c3f-2661-4f34-89e5-18f103a5dace
Framingham State University,081de759-0b0a-40db-a64d-ead15ac15964
Francis Marion University,d8d7554d-264f-4120-9dd8-67ab17ab6601
Franciscan Missionaries of Our Lady University,73bbc7f7-b93d-4ee2-9730-b422162f1a0a
Franciscan University of Steubenville,044fca33-b35b-461e-b004-4f6899c34b2f
Frank Phillips College,20268147-9998-4611-beba-27a3b847c3be
Franklin & Marshall College,54372752-4eb0-4df3-9c9b-afda7e80d16d
Franklin College,2b15541d-7892-425e-8687-13ae02e2f925
Franklin Pierce University,7882fac4-5ed2-4fd6-bc3b-228bf86d7915
